;;;;;;;;;;;;;x,,,,,,,,
EVTDESC36966_NEWS_SHORT;$COUNTRY$ recently sent ships in to liberate the natives of Lagos from the slave trade, establishing a colony where they can receive civilized treatment.;;;;;;;;;;;;x,,,,,,,
EVTNAME37711_NEWS_TITLE;The Carlist War;;;;;;;;;;;;x,,,,,,,,
EVTDESC37711_NEWS_LONG;The death of Spain’s King Ferdinand in 1833 and the ascension of young Isabela (only three years old at the time) to the throne recently sparked a revolt by supporters of the King's brother, the Infante Carlos. He intends to depose Isabela and establish a separate branch of the Bourbon family, as well as restore the Spanish Empire to its traditional glory-- something liberals say simply cannot be done.;;;;;;;;;;;;x,,,,,,
EVTDESC37711_NEWS_MEDIUM;The death of Spain’s King Ferdinand in 1833 and the ascension of young Isabela (only three years old at the time) to the throne recently sparked a revolt by supporters of the King's brother, the Infante Carlos. He intends to depose Isabela and restore the Spanish Empire to glory.;;;;;;;;;;;;x,,,,,,,
EVTDESC37711_NEWS_SHORT;The death of Spain’s King Ferdinand in 1833 and the ascension of Isabela (only three years old at the time) to the throne recently sparked a revolt by supporters of the Infante Carlos.;;;;;;;;;;;;x,,,,,,,,
EVTDESC37713_NEWS_LONG;It was thought that the supporters of the Infante Carlos and his descendants had been completely routed in Spain, yet once again there are reports of a cell having been established. Supporters of the current pretender are rumored to be busy drumming up recruits and calling for the overthrow of the Spanish government. Rooting them out will not be an easy task.;;;;;;;;;;;;x,,,,,,,
EVTDESC37713_NEWS_MEDIUM;It was thought that the supporters of the Infante Carlos and his descendants had been completely routed in Spain, yet once again there are reports of a cell having been established. Supporters of the current pretender are calling for the overthrow of the Spanish government.;;;;;;;;;;;;x,,,,,,,
EVTDESC37713_NEWS_SHORT;It was thought that the supporters of the Infante Carlos and his descendants had been completely routed in Spain, yet once again there are reports of a rebel cell having been established.;;;;;;;;;;;;x,,,,,,,
EVTDESC37717_NEWS_LONG;The supporters of Spain’s former royal line still exist, and now there are reports of a rebel Christino cell having been established. They are gaining a great deal of support among Spanish liberals with their calls for an overthrow of the 'pretender' on the throne. The cell is reportedly well-hidden, and rooting them out will not be easy an easy task for the Spanish government.;;;;;;;;;;;;x,,,,,,
EVTDESC37717_NEWS_MEDIUM;The supporters of Spain’s former royal line still exist, and now there are reports of a rebel Christino cell having been established. They are gaining a great deal of support among Spanish liberals with their calls for an overthrow of the 'pretender' on the throne.;;;;;;;;;;;;x,,,,,,,
EVTDESC37717_NEWS_SHORT;There are new reports from Spain of rebel Christinos gaining a great deal of support among Spanish liberals with their calls for an overthrow of the 'pretender' on the throne.;;;;;;;;;;;;x,,,,,,,,
EVTDESC37720_NEWS_LONG;A mutiny by naval officers in Cadiz provided the spark for a widespread revolt against Queen Isabella of Spain. Her chief minister and generals have deserted her, and Isabella was forced to flee into exile. For the moment, Spain stands without a ruler, and the provisional government argues over what its next step should be. Some favor abandoning the monarchy altogether, but most feel a new king should be selected—either Isabella's heir, Prince Alfonso, the moderate Prince Leopold of Hohenzollern, or the liberal Prince Amadeo of Savoy.;;;;;;;;;;;;x,
EVTDESC37720_NEWS_MEDIUM;A mutiny by naval officers in Cadiz provided the spark for a widespread revolt against Queen Isabella of Spain. Her chief minister and generals have deserted her, and Isabella was forced to flee into exile. The provisional government argues over what its next step should be.;;;;;;;;;;;;x,,,,,,,
EVTDESC37720_NEWS_SHORT;A mutiny by naval officers in Cadiz provided the spark for a widespread revolt against Queen Isabella of Spain, forcing her into exile. The provisional government argues over what its next step should be.;;;;;;;;;;;;x,,,,,,,
EVTDESC37725_NEWS_LONG;The Hohenzollern King Leopold of Spain, controversial since his ascension to the throne and constantly balked in the royal courts by monarchists advocating a return to the Bourbon line, was shot dead in his carriage shortly after arriving in Madrid following a country outing. The country is left in chaos and once again without a monarch on the throne.;;;;;;;;;;;;x,,,,,,
EVTDESC37725_NEWS_MEDIUM;King Leopold of Spain, controversial since his ascension to the throne and constantly balked in the royal courts, was shot dead in his carriage shortly after arriving in Madrid following a country outing. The country is left in chaos and once again without a monarch on the throne.;;;;;;;;;;;;x,,,,,,
EVTDESC37725_NEWS_SHORT;King Leopold of Spain, controversial since his ascension to the throne, was shot dead after arriving in Madrid. The country is left in chaos and once again without a monarch on the throne.;;;;;;;;;;;;x,,,,,,
EVTDESC37730_NEWS_LONG;King Amadeo of Spain, controversial since his ascension and constantly balked in the royal courts by monarchists advocating a return to the Bourbon line, has angrily declared Spain to be 'ungovernable' after the Hidalgo Affair forced him into conflict with the nation's military and has abdicated the throne. The country is left in chaos and once again without a monarch.;;;;;;;;;;;;x,,,,,,
EVTDESC37730_NEWS_MEDIUM;King Amadeo of Spain, controversial since his ascension and constantly balked in the royal courts, angrily declared Spain to be 'ungovernable' and has abdicated the throne. The country is left in chaos and once again without a monarch.;;;;;;;;;;;;x,,,,,,
EVTDESC37730_NEWS_SHORT;King Amadeo of Spain, controversial since his ascension and constantly balked in the royal courts, angrily declared Spain to be 'ungovernable' and has abdicated the throne.;;;;;;;;;;;;x,,,,,,
EVTDESC37735_NEWS_MEDIUM;After a series of failed governments, many Spaniards have come to favor a return to the stability of Bourbon rule. In a coup, the Republican army has declared its allegiance to Prince Alfonso-- son of the exiled Queen Isabella II-- and named him King of Spain.;;;;;;;;;;;;x,,,,,,
EVTDESC37735_NEWS_SHORT;The Spanish Republican army has overthrown the government and declared its allegiance to Prince Alfonso-- son of the exiled Queen Isabella-- naming him King of Spain.;;;;;;;;;;;;x,,,,,,,,
EVTDESC37741_NEWS_LONG;$COUNTRY$ and $FROMCOUNTRY$ have concluded a treaty in Paris, one that hands many $FROMCOUNTRY_ADJ$ holdings in the Pacific and the Caribbean over to $COUNTRY$ in exchange for a ceasefire. To many, this heralds the passing of $FROMCOUNTRY$ as a colonial power—and the ushering in of America as a new one.;;;;;;;;;;;;x,,,,,,
EVTDESC37741_NEWS_MEDIUM;$COUNTRY$ and $FROMCOUNTRY$ have concluded a treaty in Paris, one that hands many $FROMCOUNTRY_ADJ$ holdings in the Pacific and the Caribbean over to $COUNTRY$ in exchange for a ceasefire.;;;;;;;;;;;;x,,,,,,,
EVTDESC37741_NEWS_SHORT;$COUNTRY$ and $FROMCOUNTRY$ have concluded a treaty in Paris, one that hands many $FROMCOUNTRY_ADJ$ holdings in the Pacific and the Caribbean over to $COUNTRY$.;;;;;;;;;;;;x,,,,,,,
EVTDESC38505_NEWS_LONG;The death of Sa'id bin Sultan Al-Busaid of Oman has left him with two sons, each of which has claimed Oman as their own to rule. The result of this struggle has brought in foreign mediation, with the resulting decree that the nation will be split into two sultanates: one in Zanzibar and one in Muscat, each ruled by one of Al-Basaid's sons.;;;;;;;;;;;;x,,,,,
EVTDESC38505_NEWS_MEDIUM;The death of Sa'id bin Sultan Al-Busaid of Oman has left him with two sons, each of which has claimed Oman as their own to rule. The resulting decree is that the nation will be split into two sultanates: one in Zanzibar and one in Muscat, each ruled by one of Al-Basaid's sons.;;;;;;;;;;;;x,,,,,,
EVTDESC38505_NEWS_SHORT;The Sultan of Oman`s death has left him with two heirs claiming the throne. The result is that the nation will be split into two sultanates: one in Zanzibar and one in Muscat.;;;;;;;;;;;;x,,,,,,,,
EVTDESC44122_NEWS_LONG;$COUNTRY$ has concluded a treaty with $FROMCOUNTRY$, resolving several long-standing border disputes between their nations. In particular, the treaty has clearly established the border between Maine and the $FROMCOUNTRY_ADJ$ colony of New Brunswick.;;;;;;;;;;;;x,,,,,,
EVTDESC44122_NEWS_MEDIUM;$COUNTRY$ has concluded a treaty with $FROMCOUNTRY$, resolving several long-standing border disputes between their nations. In particular, the treaty has clearly established the border between Maine and the $FROMCOUNTRY_ADJ$ colony of New Brunswick.;;;;;;;;;;;;x,,,,,,
EVTDESC44122_NEWS_SHORT;$COUNTRY$ has concluded a treaty with $FROMCOUNTRY$, clearly establishing the border between Maine and the $FROMCOUNTRY_ADJ$ colony of New Brunswick.;;;;;;;;;;;;x,,,,,,,
EVTDESC44152_NEWS_LONG;After a series of meetings between the American and British governments to settle the disputed claims in the Oregon Country, the British have agreed to a compromise-- splitting the land between the countries at the 49th Parallel. Any British lands held by the United States will be turned over to them, and vice-versa. Though some Americans are upset at this ‘caving in’ to British interests, many others are breathing a sigh of relief that war has been averted.;;;;;;;;;;;;x,,,,,
EVTDESC44152_NEWS_MEDIUM;After a series of meetings between the American and British governments to settle the disputed claims in the Oregon Country, they have agreed to split the land at the 49th Parallel. While some Americans are upset by this ‘caving in’ to the British, most are relieved.;;;;;;;;;;;;x,,,,,,
EVTDESC44152_NEWS_SHORT;After a series of meetings between the American and British governments to settle the disputed claims in the Oregon Country, they have agreed to split the land at the 49th Parallel.;;;;;;;;;;;;x,,,,,,,
EVTDESC44153_NEWS_LONG;The talks between the American and the British governments over the disputed Oregon Country have broken down, primarily due to the continuing calls by war-mongering politicians. Neither of the options now before the Americans are very pleasant: either they abandon their claims to Oregon entirely, or they press ahead with the claims and brace for eventual war with the British.;;;;;;;;;;;;x,,,,,,
EVTDESC44153_NEWS_MEDIUM;The talks between the American and the British governments over the disputed Oregon Country have broken down. Neither of the options now before the Americans are pleasant: either they abandon their claims to Oregon entirely, or they press ahead with the claims and brace for war.;;;;;;;;;;;;x,,,,,,,
EVTDESC44153_NEWS_SHORT;The talks between the American and the British governments over the disputed Oregon Country have broken down. Now the Americans must give up their claims or brace for war with the British.;;;;;;;;;;;;x,,,,,,,,
EVTDESC44154_NEWS_LONG;As American and British settlers begin to move to the west coast of North America, there has been a growing dispute as to who owns the Oregon Country. The entire region has been explored by both countries and there are legitimate claims on either side. Recently the situation has been exacerbated by the Americans, who have pressed their claim all the way north to the 54th Parallel. It will almost certainly mean war unless the British decide the colony is not worth the struggle and surrender their claims.;;;;;;;;;;;;x,,,,,,
EVTDESC44154_NEWS_MEDIUM;There has been a growing dispute between the British and the Americans as to who owns the Oregon Country, a situation recently exacerbated by the Americans who have pressed their claim all the way north to the 54th Parallel. It will almost certainly mean war.;;;;;;;;;;;;x,,,,,,,
EVTDESC44154_NEWS_SHORT;There has been a growing dispute between the British and the Americans as to who owns the Oregon Country, with the Americans recently pressing their claim all the way to the 54th Parallel.;;;;;;;;;;;;x,,,,,,,
EVTDESC44302_NEWS_LONG;Although the Canadian government promised to respect the rights of the Métis, it did not appear to do so. Métis petitions for recognition of their land-holdings and institutions went unheeded. The Métis also became increasingly upset with the growing numbers of settlers from the east, invading their territories. In early $YEAR$, the situation came to a head when the Métis once again took up arms in revolt. Adopting the Revolutionary Bill of Rights, the Métis established their own government and independence from Canada.;;;;;;;;;;;;x,,,,
