Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
claim_Lugano_desc;§RGain 3 infamy§! Lugano is culturally entirely Italian, that is how we can justify seizing it off the Swiss.;;;;;;;;;;;;;
unite_with_mongolia_title;Unite with Mongolia;;;;;;;;;;;;;
unite_with_mongolia_desc;The time has come for us to reunite with our cultural brethren, the Mongolians.;;;;;;;;;;;;;
Claim_ASY_title;Claim the Assyrian Empire;;;;;;;;;;;;;
Claim_ASY_desc;Now that we have conquered the lands around us, we can reclaim the territory of the ancient Assyrian empire.;;;;;;;;;;;;;
Claim_BAB_title;Claim Greater Babylonia;;;;;;;;;;;;;
Claim_BAB_desc;Now that we have declared ourselves the legitimate successors to the ancient Babylonian empire, we can claim its historic lands.;;;;;;;;;;;;;
Claim_GEO_title;Greater Georgia;;;;;;;;;;;;;
Claim_GEO_desc;§RGain 7 infamy§! Now that we have taken the lands which we had under our control until not too long ago, we can exercise our claim on the borders of the 13th century Georgian kingdom.;;;;;;;;;;;;;
Accept_Armenians_title;Accept the Armenians;;;;;;;;;;;;;
Accept_Armenians_desc;Despite differences in language and religion, the Armenians are not so different from us - our old royal dynasty, the Bagratids, even has Armenian origins. It would bring stability to our lands if we accepted them as citizens, though it will hurt our prestige to accept another culture.;;;;;;;;;;;;;
Claim_Alex_title;Claim Alexander's Empire;;;;;;;;;;;;;
Claim_Alex_desc;Now that we control Constantinople, Cairo, Baghdad, Tehran and Lahore, we can justify this occupation by citing the historical empire of Alexander the Great.;;;;;;;;;;;;;
Mongols_claim_title;More land claims!;;;;;;;;;;;;;
Mongols_claim_desc;More land to the Mongols!;;;;;;;;;;;;;
become_poland_sw_title;Become Poland SW version;;;;;;;;;;;;;
become_poland_sw_desc;Become Poland;;;;;;;;;;;;;
Claim_PNT_title;Claim Pontus;;;;;;;;;;;;;
Claim_PNT_desc;§RGain 3 infamy§! Pontus has a sizeable Greek minority. We can use this as a basis for claiming it.;;;;;;;;;;;;;
Claim_EBS_title;Claim the Eastern Black Sea Coast;;;;;;;;;;;;;
Claim_EBS_desc;§RGain 15 infamy§! The eastern Black Sea coast has many isolated communities of Greek peoples. They need to be incorporated into Anatolia to protect them from foreign oppression.;;;;;;;;;;;;;
Claim_IANT_title;Claim Inner Anatolia;;;;;;;;;;;;;
Claim_IANT_desc;§RGain 10 infamy§! Inner Anatolia has a large number of Greek inhabitants. They need to be liberated from their Ottoman oppressors.;;;;;;;;;;;;;
CHI_form_title;Form China;;;;;;;;;;;;;
CHI_form_desc;§RGain 10 infamy§! We control the lands of China. Why not claim to be the legitimate rulers of all of it?;;;;;;;;;;;;;
FLC_form_title;Unify the Fulani Caliphate;;;;;;;;;;;;;
FLC_form_desc;The Fulani jihad states of Massina, Jallon, Tooro and Sokoto were all originally Muslim revolts against local animist rulers. Now that we, the Tukulor empire, dominate the area, we can call upon this common heritage to unite with them with the goal of forming a common Fulani Caliphate, to impose Sharia law upon western Africa and resist the foreign invaders and continue the everlasting jihad. Allahu Akbar!;;;;;;;;;;;;;
FLC_tolerate_title;Loosen religious policies;;;;;;;;;;;;;
FLC_tolerate_desc;Though our religious hardlinership may have successfully brought our peoples together, it has made us fall behind the rest of the world economically and technologically. If we wish to survive we must embrace tolerance. It is indeed a sad day for Islam.;;;;;;;;;;;;;
FLC_cash_title;Introduce cash crops;;;;;;;;;;;;;
FLC_cash_desc;Significantly increasing our wealth is difficult, since we don't have abundant natural resources such as coal, iron or others. We can, however, just change our agricultural production to more profitable options, such as coffee, cotton and tobacco.;;;;;;;;;;;;;
Claim_CRI_title;Claim the former Crimean Khanate;;;;;;;;;;;;;
Claim_CRI_desc;§RGain 7 infamy§! Not all too long ago, the Crimean Khanate ruled the lands around the entire sea of Azov. Let us reclaim that right.;;;;;;;;;;;;;
EVTDESC123494;\n\nThe SMS Novara is an Austrian sail frigate and the first one of our navy to circumnavigate the globe in the aptly named Novara Expedition from 1857-1859. A book was published about the voyage, Karl von Scherzer's narrative of the circumnavigation of the globe by the Austrian Frigate Novara, which sold 30.000 copies and was the second most popular scientific book in the 19th century. On its journey it came across the Nicobar islands, which we had colonized in 1778 but abandoned in 1785. Mister von Scherzer found no colonizers to be there despite the Danish claim. He therefore recommends recolonizing it and ignoring the claim or buying it off the Danish.;;;;;;;;;;;;;
Nicobar_AUS_buy_title;Buy the Nicobar islands from the Danish;;;;;;;;;;;;;
Nicobar_AUS_buy_desc;The Danish have no actual colonial presence on the Nicobar islands. This is our chance to peacefully re-establish our failed colony that existed there from 1878-1885.;;;;;;;;;;;;;
Nicobar_AUS_seize_title;Seize the Nicobar islands from the Danish.;;;;;;;;;;;;;
Nicobar_AUS_seize_desc;§RGain 1 infamy§! The Danish have no actual colonial presence on the Nicobar islands. This is our chance to forcefully re-establish our failed colony that existed there from 1878-1885.;;;;;;;;;;;;;
Delagoa_AUS_title;Seize Delagoa Bay;;;;;;;;;;;;;
Delagoa_AUS_desc;§RGain 1 infamy§! From 1778 to 1781, Colonel William Bolts set up an Austrian trading post in Delagoa Bay that outmatched the Portuguese in ivory production. When the post was struck with malaria, the Portuguese used the opportunity to expel our traders. With our newfound naval power we can reclaim this post and transform it into a colony, though Portugal will not like it.;;;;;;;;;;;;;
Rio_de_Oro_sold_AUS_title;Sell Rio de Oro;;;;;;;;;;;;;
Rio_de_Oro_sold_AUS_desc;After losing Havana and Manila, our bank accounts are left agape. After the failures our previous colonization has encountered, many in our administration have suggested ridding ourselves of Rio de Oro. The area is desolate and a drain on our finances to maintain, therefore selling it seems like a good option. Vienna has shown an interest in the area, so we could approach them with the offer of 150.000 pesos for Rio de Oro.;;;;;;;;;;;;;
Rio_de_Oro_sold_KUK_title;Sell Rio de Oro;;;;;;;;;;;;;
Rio_de_Oro_sold_KUK_desc;After losing Havana and Manila, our bank accounts are left agape. After the failures our previous colonization has encountered, many in our administration have suggested ridding ourselves of Rio de Oro. The area is desolate and a drain on our finances to maintain, therefore selling it seems like a good option. Vienna has shown an interest in the area, so we could approach them with the offer of 150.000 pesos for Rio de Oro.;;;;;;;;;;;;;
Claim_JAP_title;Core Japan SW;;;;;;;;;;;;;
Claim_JAP_desc;Get cores on all of Japan in Shattered World;;;;;;;;;;;;;
Claim_QAS_title;Claim greater Qashqai;;;;;;;;;;;;;
Claim_QAS_desc;§RGain 4 infamy§! We need to seize lands to grow stronger. Let us do so.;;;;;;;;;;;;;
treaty_of_la_pointe_title;The first Treaty of La Pointe;;;;;;;;;;;;;
treaty_of_la_pointe_two_title;The second Treaty of La Pointe;;;;;;;;;;;;;
treaty_of_la_pointe_desc;The Great Lakes Indians have informed us that they would be willing to sell us some of their land.;;;;;;;;;;;;;
treaty_of_la_pointe_two_desc;The Great Lakes Indians have informed us that they would be willing to sell us some of their land.;;;;;;;;;;;;;
treaty_of_traverse_des_sioux_desc;The Great Lakes Indians have informed us that they would be willing to sell us some of their land.;;;;;;;;;;;;;
treaty_of_traverse_des_sioux_title;The Treaty of Traverse des Sioux;;;;;;;;;;;;;
treaty_of_washington_title;The Treaty of Washington;;;;;;;;;;;;;
treaty_of_washington_desc;The Great Lakes Indians have informed us that they would be willing to sell us some of their land.;;;;;;;;;;;;;
treaty_of_fort_laramie_title;The Treaty of Fort Laramie;;;;;;;;;;;;;
treaty_of_fort_laramie_desc;We can convince the Great Plains Indians to cede a lot of land to us in exchange for us guaranteeing the rest of their territory will stay undisturbed by white men and a large payment for food sustenance due to the decreased hunting grounds.;;;;;;;;;;;;;
treaty_of_fort_wise_title;The Treaty of Fort Wise;;;;;;;;;;;;;
treaty_of_fort_wise_desc;The southern plains Indians have been constantly bothered by whites in their reservations from the treaty of Fort Laramie and are offering to move to Colorado in exchange for a true guarantee of territorial exclusivity.;;;;;;;;;;;;;
treaty_of_fort_laramie_two_title;The 2nd Treaty of Fort Laramie;;;;;;;;;;;;;
treaty_of_fort_laramie_two_desc;After the failure of the first Treaty of Fort Laramie, separate renegotiations took place with the plains Indians. The Treaty of Medicine Lodge decreased the Dakota Indians' territory even more and promised to keep them undisturbed in their holy lands and last reservation in the Black hills of South Dakota. This never came to pass.;;;;;;;;;;;;;
treaty_of_medicine_lodge_title;The Treaty of Medicine Lodge;;;;;;;;;;;;;
treaty_of_medicine_lodge_desc;After the failure of the first Treaty of Fort Laramie, separate renegotiations took place with the plains Indians. The Treaty of Medicine Lodge decreased the southern plains Indians' territory even more and promised to keep them undisturbed in their smaller reservation. This never came to pass.;;;;;;;;;;;;;
treaty_with_the_blackfoot_title;Treaty with the Blackfoot;;;;;;;;;;;;;
treaty_with_the_blackfoot_desc;Though we have been at peace with the Blackfoot for a long time, they have run out of bison due to our hunting and request monetary aid to get food in return for giving up their current lands and moving to a tiny reservation.;;;;;;;;;;;;;
indian_territory_end_title;Dissolve the Indian territory;;;;;;;;;;;;;
indian_territory_end_desc;The time has come to revoke the autonomy of the Indians in Oklahoma and integrate them into American society.;;;;;;;;;;;;;
build_kra_canal_title;Build the Kra Canal;;;;;;;;;;;;;
build_kra_canal_desc;The trade to East Asia flows almost exclusively through Singapore, enriching Singapore. We can deprive them of this wealth and influence by building a canal across the Kra isthmus in Siam which will allow for easier travel and reroute trade from Singapore.;;;;;;;;;;;;;
build_white_canal_title;Build the White Sea Canal;;;;;;;;;;;;;
build_white_canal_desc;To access the White Sea one presently has to sail through the Danish Straits, around Norway and past the Kola peninsula, encountering many icebergs along the way. We could make this journey a lot faster and less dangerous if we built a canal from lake Onega to the White Sea, since lake Ladoga which flows into the Baltic Sea connects to lake Onega by river.;;;;;;;;;;;;;
