key;english;;;;;;;;;;;;;
EVTDESC202025;\n\nMilan should be reinstituted as the capital of the Kingdom of Lombardy-Venetia.;;;;;;;;;;;;;
EVTDESC202026;\n\nOur compatriots in Tuscany have send us a corps of volunteers.;;;;;;;;;;;;;
EVTDESC202027;\n\nOur compatriots in Rome have send us a corps of volunteers.;;;;;;;;;;;;;
EVTDESC202028;\n\nOur compatriots in Naples have send us a corps of volunteers.;;;;;;;;;;;;;
EVTDESC202029;\n\nA patriotic general fought his way to us. His name is Guglielmo Pepe, and he is the head of a sicilian corps of volunteers.;;;;;;;;;;;;;
EVTDESC100000;\n\nWe have requested aid from foreign powers. We can only hope they respond kindly.;;;;;;;;;;;;;
EVTDESC100002;\n\n$FROMCOUNTRY$ has decided to give us aid on the order of thousands of pounds.;;;;;;;;;;;;;
EVTDESC100004;\n\n$FROMCOUNTRY$ has decided to give us aid on the order of tens of thousands of pounds.;;;;;;;;;;;;;
EVTDESC100006;\n\n$FROMCOUNTRY$ has decided to give us aid on the order of hundereds of thousands of pounds.;;;;;;;;;;;;;
EVTDESC100008;\n\n$FROMCOUNTRY$ has decided to give us aid on the order of millions of pounds.;;;;;;;;;;;;;
EVTDESC100001;\n\n$FROMCOUNTRY$ has asked we give them a grant. How much should we give?;;;;;;;;;;;;;
EVTDESC100003;\n\nHow much money would you like to give $FROMCOUNTRY$ (thousands)?;;;;;;;;;;;;;
EVTDESC100005;\n\nHow much money would you like to give $FROMCOUNTRY$ (tens of thousands)?;;;;;;;;;;;;;
EVTDESC100007;\n\nHow much money would you like to give $FROMCOUNTRY$ (hundreds of thousands)?;;;;;;;;;;;;;
EVTDESC100009;\n\nHow much money would you like to give $FROMCOUNTRY$ (millions)?;;;;;;;;;;;;;
EVTDESC100013;\n\nHow much aid would you like to give $FROMCOUNTRY$ (hundreds of pounds)?;;;;;;;;;;;;;
EVTDESC1000012;\n\n$FROMCOUNTRY$ has asked we give them a grant. How much should we give?;;;;;;;;;;;;;
EVTDESC1000013;\n\n$FROMCOUNTRY$ has asked we give them a grant. How much should we give?;;;;;;;;;;;;;
EVTDESC1000014;\n\n$FROMCOUNTRY$ has asked we give them a grant. How much should we give?;;;;;;;;;;;;;
EVTDESC1000015;\n\nHow much money would you like to give $FROMCOUNTRY$ (tens of thousands)?;;;;;;;;;;;;;
EVTDESC1000016;\n\nHow much money would you like to give $FROMCOUNTRY$ (hundreds of thousands)?;;;;;;;;;;;;;
EVTDESC1000017;\n\nHow much money would you like to give $FROMCOUNTRY$ (hundreds of thousands)?;;;;;;;;;;;;;
EVTDESC1000018;\n\nHow much money would you like to give $FROMCOUNTRY$ (millions)?;;;;;;;;;;;;;
EVTDESC1000019;\n\nHow much money would you like to give $FROMCOUNTRY$ (millions)?;;;;;;;;;;;;;
EVTDESC19369;\n\nOur previous war has given us a new satellite!;;;;;;;;;;;;;
EVTDESC203977;\n\nWhen the Kingdom of Hungary was granted autonomy, they also gained the German province of Eisenstadt, with some negotiation we could gain it back.;;;;;;;;;;;;;
EVTDESC203978;\n\nAustria has come to us to try and regain Eisenstadt and are willing to offer Fiume for it, shall we accept?;;;;;;;;;;;;;
EVTDESC203980;\n\nHungary has accepted our offer.;;;;;;;;;;;;;
EVTDESC203981;\n\nThe Magyars have refused us!;;;;;;;;;;;;;
EVTDESC203979;\n\nAustria has demanded Eisenstadt from us, how should we respond?;;;;;;;;;;;;;
EVTDESC203982;\n\nThe Magyars have refused our demand!;;;;;;;;;;;;;
EVTDESC203989;\n\nThe Magyars have offered us total surrender.;;;;;;;;;;;;;
EVTDESC203983;\n\nHungary has accepted our demand.;;;;;;;;;;;;;
EVTDESC201432;\n\nThe Romanians have stages a massive revolt, we have no choice but to give up our privileged lifestyles.;;;;;;;;;;;;;
EVTDESC201437;\n\nThe increasing liberalism in Hungary has created a serious problem in our nation, granting them autonomy would go a long way to appeasing them.;;;;;;;;;;;;;
EVTDESC201499;\n\nThe Kingdom of Italy has approached us about integrating the Kingdom of Lombardy-Venice into Italy, how should we respond?;;;;;;;;;;;;;
EVTDESC188155;\n\nWe have defeated the Serbian forces and gained control over Macedonia. Long live Bulgaria!;;;;;;;;;;;;;
EVTDESC188157;\n\nWe have defeated the Serbian forces and gained control over Macedonia. Long live Bulgaria!;;;;;;;;;;;;;
EVTDESC9955142;\n\nAn enterprising Khartoum businessman by the name of al-Zulbayr Rahma has set up shop in the province of Waw and has effectively removed our control of the region, what should we do?;;;;;;;;;;;;;
EVTDESC9955143;\n\nAn enterprising Khartoum businessman by the name of al-Zulbayr Rahma has set up shop in the province of Waw and has effectively gained us control of the region!;;;;;;;;;;;;;
EVTDESC9955144;\n\nAn enterprising Khartoum businessman by the name of al-Zulbayr Rahma has been killed trying to set up shop in the province of Waw!;;;;;;;;;;;;;
EVTDESC203880;\n\nOur position surrounding Montenegro has given us a chance to easily annex them, who would we be to ignore it?;;;;;;;;;;;;;
EVTDESC99999977;\n\nPljevlja has been cut off from their Turkish masters, let us take it for ourselves.;;;;;;;;;;;;;
EVTDESC999988888;\n\nWith our dominance over the unified Italian nation we have a chance to reform the nation under our rule, but is it worth it?;;;;;;;;;;;;;
EVTDESC188101;\n\nOur propaganda's effect is slowing down, but we are still getting some extra immigrants.;;;;;;;;;;;;;
EVTDESC95523;\n\nWe are a vassal nation, and our powers are restricted.;;;;;;;;;;;;;
EVTDESC95524;\n\nWe are no longer a vassal nation.;;;;;;;;;;;;;
EVTDESC993886;\n\nNow that we have integrated Texas, we need to set some official borders for the state.;;;;;;;;;;;;;
EVTDESC993887;\n\nA great many are angered by our annexation of Mexico.;;;;;;;;;;;;;
EVTDESC993888;\n\nOur intelligence reports that, with the civil turmoil that looms over our nation, Mexican nationalists are considering whether to secede as well. We may be able to avoid their ambitions by granting a certain amount of autonomy to the Mexican provinces.;;;;;;;;;;;;;
EVTDESC993890;\n\nOur intelligence reports that, with the civil turmoil that looms over our nation, Mexican nationalists are considering whether to secede as well. We may be able to avoid their ambitions by granting a certain amount of autonomy to the Mexican provinces.;;;;;;;;;;;;;
EVTDESC993889;\n\nWith the rising tide of nationalism in Mexico, our fort in Mexico City has been attacked.;;;;;;;;;;;;;
EVTDESC993891;\n\nThe Civil War in the USA presents us the opportunity to cut the Americans down to size. Should we add our support to those fighting for their freedom?;;;;;;;;;;;;;
EVTDESC993895;\n\nWith our victory in the Civil War our control of Mexico is now uncontested.;;;;;;;;;;;;;
EVTDESC993892;\n\nWith our loss in the Civil War our control of Mexico is now over.;;;;;;;;;;;;;
EVTDESC993897;\n\nHoly shit what are you doing AI USA?;;;;;;;;;;;;;
EVTDESC993898;\n\nStop messing with Ethiopia's formation!;;;;;;;;;;;;;
EVTDESC203902;\n\nNow that Galicia-Lodomeria has fallen under our control, we should aim to retake Bukovina as well.;;;;;;;;;;;;;
EVTDESC934527;\n\nWe've owned the Turkish provinces along the coast for long enough to force a treaty, lets see what they'll give.;;;;;;;;;;;;;
EVTDESC934528;\n\nWe've failed to conquer Tripoli and they have even occupied our Libyan provinces, there's no way for us to continue this war.;;;;;;;;;;;;;
EVTDESC934529;\n\nThe Turks have failed to expand their holdings in Libya, now is the time to throw off their reigns.;;;;;;;;;;;;;
EVTDESC45109;\n\nOnce again Haiti has rised above hardships in order to become a Great Power.;;;;;;;;;;;;;
EVTDESC45110;\n\nThe Dominicans have caused us much pain and suffering. Perhaps the time has come to end the troubles they cause once and for all by deporting them?;;;;;;;;;;;;;
EVTDESC4206973;\n\nWhich from the following should be our capital?;;;;;;;;;;;;;
EVTDESC4206974;\n\nWhich from the following should be our capital?;;;;;;;;;;;;;
EVTDESC4206972;\n\nWhich from the following should be our capital?;;;;;;;;;;;;;
EVTDESC4206975;\n\nWhich from the following should be our capital?;;;;;;;;;;;;;
EVTDESC97120081;\n\nAfter the defeat of the British, we have to cede part of our territories.;;;;;;;;;;;;;
EVTDESC111010;\n\nSanta Anna has become deeply unpopular with the Mexican people and general staff, leading to a revolution by Juan lvarez, Tom¡s Moreno, and Nicol¡s Bravo to depose him. Without support, he was ousted almost bloodlessly.;;;;;;;;;;;;;
EVTDESC111011;\n\nOur recent reforms have caused outrage among the conservative and religious populace, with the pope excommunicating anyone who accepts the constitution. This has led to a conservative uprising.;;;;;;;;;;;;;
EVTDESC111012;\n\nIn the Reform War, both sides of the civil war went into deep debt with us and France. The liberal government is refusing to pay the rebels' debts, therefore France is calling for intervention.;;;;;;;;;;;;;
EVTDESC111013;\n\nFollowing our proposal to land in Mexico to impose debt payments, $FROMCOUNTRY$ has refused to participate.;;;;;;;;;;;;;
EVTDESC111014;\n\nFollowing our proposal to land in Mexico to impose debt payments, $FROMCOUNTRY$ has agreed to participate.;;;;;;;;;;;;;
EVTDESC111015;\n\nNow that our negotiations with Spain and Britain are finished, the time has come to impose our will on Mexico!;;;;;;;;;;;;;
EVTDESC111016;\n\nDuring the Reform War, both us liberals and the conservatives went into debt with foreign powers. Our refusal to pay the rebels' debts has lead to the French invading us to enforce payments.;;;;;;;;;;;;;
EVTDESC111017;\n\nOur troops triumphantly marched into Mexico City this morning. We could end the war and enforce the debts now, but we could also push our gains and attempt to install Maximilian von Habsburg as emperor of Mexico.;;;;;;;;;;;;;
EVTDESC111018;\n\nWith the capture of Mexico City, the war is won and we can make our demands to Mexico.;;;;;;;;;;;;;
EVTDESC111019;\n\nWith the fall of our capital, we are left with no choice but to pay our debts.;;;;;;;;;;;;;
EVTDESC111020;\n\nIt has come to light that France intends to impose Maximilian von Habsburg as their puppet ruler of Mexico. We shan't lose lives aiding French opportunism!;;;;;;;;;;;;;
EVTDESC111021;\n\nOur capital has fallen, and Maximilian I has been crowned as France's puppet emperor. His government has taken office, beginning new reforms unpopular with both conservatives and liberals.;;;;;;;;;;;;;
EVTDESC111022;\n\nOur troops have recaptured Mexico City, expelling the French invaders and the government of Maximilian I. General Ignacio Zaragoza has won against all odds.;;;;;;;;;;;;;
EVTDESC111023;\n\nMexico has recaptured Mexico City, executing Maximilian and his government and routing our forces. We have no choice but to retreat.;;;;;;;;;;;;;
EVTDESC111024;\n\nNow that the negotiations with France are finished, the time has come to invade Mexico to enforce its debts.;;;;;;;;;;;;;
EVTDESC203900;\n\nSince Zurich has been reclaimed, it's time to move back to our ancestral home in Habsburg, Aargau.;;;;;;;;;;;;;
EVTDESC203901;\n\nThe district of Bukovina is currently part of the Kingdom of Galicia and Lodomeria but we could seperate it off and make it a separate Austrian crown land, increasing our power.;;;;;;;;;;;;;
EVTDESC608;\n\nThe Serbians have refused our offer for a royal marriage.;;;;;;;;;;;;;
EVTDESC609;\n\nThe Serbians have accepted our offer for a royal marriage.;;;;;;;;;;;;;
EVTDESC616;\n\nKing Alexander of Serbia has been assassinated without an heir to take his place. The Serbian parliament has disregarded our royal marriage and elected Peter I Karadorde to the throne.;;;;;;;;;;;;;
EVTDESC619;\n\nThe Montenegrins have refused our proposition.;;;;;;;;;;;;;
EVTDESC620;\n\nThe Montenegrins have accepted our proposition!;;;;;;;;;;;;;
EVTDESC621;\n\nThe Montenegrins have agreed to become vassals of the Ottomans in exchange for pitiful pieces of land!;;;;;;;;;;;;;
EVTDESC72756;\n\nThe Austrians have apologized for the stupidity of the Sardinians and have corrected the borders on the map.;;;;;;;;;;;;;
EVTDESC72755;\n\nThe Austrians have refused to correct their mistake! They proclaim Corsica belongs to Sardinia.;;;;;;;;;;;;;
EVTDESC72753;\n\nThe success of the French in the recent war has led to the Sardinians revoking their claim over the island of Corsica. An embarrasment for $COUNTRY$ to be sure.;;;;;;;;;;;;;
EVTDESC72665;\n\nWe must return Iberian cores.;;;;;;;;;;;;;
EVTDESC72664;\n\nWe must return Scandinavian cores.;;;;;;;;;;;;;
EVTDESC72739;\n\nThe government of $FROMCOUNTRY$ has declared the Treaty of Guadalupe Hidalgo to be invalid and are willing to take back any land lost in the Mexican-American War.;;;;;;;;;;;;;
EVTDESC72881;\n\nThe plantation elite of Cuba have joined the Confederate cause.;;;;;;;;;;;;;
EVTDESC123934;\n\nCreated in 1542, the Captaincy General of Guatemala was given self-administration from New Spain to avoid the difficulty in administering two sides of a jungle. Shall we re-establish it?;;;;;;;;;;;;;
EVTDESC718171;\n\nWhere should the capital be moved to?;;;;;;;;;;;;;
EVTDESC123942;\n\nSpain has decided to give autonomy to the Captaincy General of Venezuela.;;;;;;;;;;;;;
EVTDESC123525;\n\nTo decimate the Navaho raiders who so often attacked settlements in Arizona, the Navaho people have been marched to New Mexico for a new reservation only to march them back, thereby causing hundreds of deaths and weakening them permanently.;;;;;;;;;;;;;
EVTDESC9375935;\n\nAll native peoples are an integral part of our nation and share equal rights.;;;;;;;;;;;;;
EVTDESC9876543;\n\nGet redistributed!;;;;;;;;;;;;;
EVTDESC993516;\n\nBelgium as a nation has not existed in years and whatever legitimacy it once held is long gone.;;;;;;;;;;;;;
EVTDESC993517;\n\nLuxemburg has been in personal union with the Netherlands since 1815. Now that we've reclaimed the Lowlands, should we re-establish the Grand Duchy?;;;;;;;;;;;;;
EVTDESC9935171;\n\nLuxemburg has been in personal union with the Netherlands since 1815. Now that we've reclaimed the Lowlands, should we integrate the Grand Duchy?;;;;;;;;;;;;;
EVTDESC123853;\n\nFounded by journalist and politician Henry Jarvis Raymond and former banker George Jones, the Times is published by Raymond, Jones & Company. Only costing a penny per issue, it truly is a common man's paper.;;;;;;;;;;;;;
EVTDESC554555;\n\nWe have conquered new regions to add to the Gaelic Suzerainty.;;;;;;;;;;;;;
EVTDESC554556;\n\nWe have conquered new regions to add to the Gaelic Suzerainty.;;;;;;;;;;;;;
EVTDESC554557;\n\nWe have conquered new regions to add to the Gaelic Suzerainty.;;;;;;;;;;;;;
EVTDESC554558;\n\nWe have conquered new regions to add to the Gaelic Suzerainty.;;;;;;;;;;;;;
EVTDESC554559;\n\nWe have conquered new regions to add to the Gaelic Suzerainty.;;;;;;;;;;;;;
EVTDESC554560;\n\nWe have conquered new regions to teach Norwegian to!;;;;;;;;;;;;;
EVTDESC554561;\n\nWe have conquered new regions to teach Norwegian to!;;;;;;;;;;;;;
EVTDESC554562;\n\nWe have conquered new regions to teach Norwegian to!;;;;;;;;;;;;;
EVTDESC554563;\n\nWe have conquered new regions to teach Norwegian to!;;;;;;;;;;;;;
EVTDESC554564;\n\nWe have conquered new regions to teach Norwegian to!;;;;;;;;;;;;;
EVTDESC45678901;\n\nAfter years of influence in the region, it has finally amounted to full allegiance by the local rulers to the Sultan.;;;;;;;;;;;;;
